campus,year,group,c150_pct,d150,ret_ft4_pct,pctpell,ftftpctpell,ugds
Berkeley,1996,__campus__,,,,,,21226
Davis,1996,__campus__,,,,,,18738
Irvine,1996,__campus__,,,,,,14240
Los Angeles,1996,__campus__,,,,,,23912
Riverside,1996,__campus__,,,,,,7665
San Diego,1996,__campus__,,,,,,14595
Santa Barbara,1996,__campus__,,,,,,16272
Santa Cruz,1996,__campus__,,,,,,9154
Berkeley,1997,overall,80.5,3241,,,,
Berkeley,1997,international,84.8,112,,,,
Berkeley,1997,unknown,84.6,208,,,,
Berkeley,1997,__campus__,,,,,,21618
Davis,1997,overall,73.7,2272,,,,
Davis,1997,international,73.9,23,,,,
Davis,1997,unknown,72.0,107,,,,
Davis,1997,__campus__,,,,,,19002
Irvine,1997,overall,74.7,2323,,,,
Irvine,1997,international,70.6,34,,,,
Irvine,1997,unknown,70.1,127,,,,
Irvine,1997,__campus__,,,,,,14104
Los Angeles,1997,overall,78.8,3922,,,,
Los Angeles,1997,international,83.7,49,,,,
Los Angeles,1997,unknown,75.8,33,,,,
Los Angeles,1997,__campus__,,,,,,23924
Riverside,1997,overall,67.6,1387,,,,
Riverside,1997,international,55.6,18,,,,
Riverside,1997,unknown,63.2,57,,,,
Riverside,1997,__campus__,,,,,,8378
San Diego,1997,overall,78.8,2468,,,,
San Diego,1997,international,62.1,29,,,,
San Diego,1997,unknown,83.4,181,,,,
San Diego,1997,__campus__,,,,,,15103
Santa Barbara,1997,overall,72.5,2967,,,,
Santa Barbara,1997,international,64.5,31,,,,
Santa Barbara,1997,unknown,74.1,174,,,,
Santa Barbara,1997,__campus__,,,,,,16698
Santa Cruz,1997,overall,65.0,1789,,,,
Santa Cruz,1997,international,100.0,13,,,,
Santa Cruz,1997,unknown,70.4,125,,,,
Santa Cruz,1997,__campus__,,,,,,9562
Berkeley,1998,overall,82.8,3455,,,,
Berkeley,1998,international,78.2,87,,,,
Berkeley,1998,unknown,79.5,253,,,,
Berkeley,1998,__campus__,,,,,,22259
Davis,1998,overall,73.4,2872,,,,
Davis,1998,international,57.1,42,,,,
Davis,1998,unknown,74.0,154,,,,
Davis,1998,__campus__,,,,,,19258
Irvine,1998,overall,74.1,2787,,,,
Irvine,1998,international,77.5,49,,,,
Irvine,1998,unknown,78.3,143,,,,
Irvine,1998,__campus__,,,,,,14336
Los Angeles,1998,overall,77.9,3412,,,,
Los Angeles,1998,international,79.6,54,,,,
Los Angeles,1998,unknown,60.5,43,,,,
Los Angeles,1998,__campus__,,,,,,24101
Riverside,1998,overall,67.8,1238,,,,
Riverside,1998,international,50.0,2,,,,
Riverside,1998,unknown,70.8,48,,,,
Riverside,1998,__campus__,,,,,,9125
San Diego,1998,overall,79.8,2612,,,,
San Diego,1998,international,63.6,33,,,,
San Diego,1998,unknown,73.1,186,,,,
San Diego,1998,__campus__,,,,,,15818
Santa Barbara,1998,overall,70.3,3218,,,,
Santa Barbara,1998,international,48.5,33,,,,
Santa Barbara,1998,unknown,75.0,192,,,,
Santa Barbara,1998,__campus__,,,,,,17048
Santa Cruz,1998,__campus__,,,,,,9921
Berkeley,1999,overall,82.3,3233,,,,
Berkeley,1999,international,94.1,68,,,,
Berkeley,1999,unknown,88.6,184,,,,
Berkeley,1999,__campus__,,,,,,22593
Davis,1999,overall,75.5,3095,,,,
Davis,1999,international,37.0,46,,,,
Davis,1999,unknown,77.0,174,,,,
Davis,1999,__campus__,,,,,,19393
Irvine,1999,overall,74.5,2367,,,,
Irvine,1999,international,60.5,38,,,,
Irvine,1999,unknown,68.1,116,,,,
Irvine,1999,__campus__,,,,,,15361
Los Angeles,1999,overall,78.6,3387,,,,
Los Angeles,1999,international,77.4,62,,,,
Los Angeles,1999,unknown,50.0,34,,,,
Los Angeles,1999,__campus__,,,,,,24667
Riverside,1999,overall,66.0,1402,,,,
Riverside,1999,international,25.0,8,,,,
Riverside,1999,unknown,59.6,94,,,,
Riverside,1999,__campus__,,,,,,10118
San Diego,1999,overall,79.1,2450,,,,
San Diego,1999,international,54.5,22,,,,
San Diego,1999,unknown,78.1,237,,,,
San Diego,1999,__campus__,,,,,,16211
Santa Barbara,1999,overall,67.2,3239,,,,
Santa Barbara,1999,international,62.5,40,,,,
Santa Barbara,1999,unknown,64.3,182,,,,
Santa Barbara,1999,__campus__,,,,,,17685
Santa Cruz,1999,overall,67.7,1679,,,,
Santa Cruz,1999,international,55.6,9,,,,
Santa Cruz,1999,unknown,72.9,133,,,,
Santa Cruz,1999,__campus__,,,,,,10228
Berkeley,2000,overall,83.1,3351,,,,
Berkeley,2000,international,88.0,100,,,,
Berkeley,2000,unknown,87.8,180,,,,
Davis,2000,overall,72.2,3178,,,,
Davis,2000,international,41.3,75,,,,
Davis,2000,unknown,80.5,149,,,,
Irvine,2000,overall,72.5,2580,,,,
Irvine,2000,international,72.8,81,,,,
Irvine,2000,unknown,81.4,102,,,,
Los Angeles,2000,overall,79.8,4124,,,,
Los Angeles,2000,international,76.5,68,,,,
Los Angeles,2000,unknown,72.3,47,,,,
Riverside,2000,overall,64.1,1383,,,,
Riverside,2000,international,72.7,11,,,,
Riverside,2000,unknown,57.7,52,,,,
San Diego,2000,overall,77.9,2809,,,,
San Diego,2000,international,66.7,27,,,,
San Diego,2000,unknown,79.7,236,,,,
Santa Barbara,2000,overall,66.8,2881,,,,
Santa Barbara,2000,international,60.5,43,,,,
Santa Barbara,2000,unknown,71.6,155,,,,
Santa Cruz,2000,overall,64.1,1754,,,,
Santa Cruz,2000,international,66.7,15,,,,
Santa Cruz,2000,unknown,64.2,137,,,,
Berkeley,2001,overall,82.3,3424,,,,
Berkeley,2001,international,82.7,104,,,,
Berkeley,2001,unknown,83.4,199,,,,
Berkeley,2001,__campus__,,,,,,23267
Davis,2001,overall,73.7,3260,,,,
Davis,2001,international,27.5,91,,,,
Davis,2001,unknown,72.7,172,,,,
Davis,2001,__campus__,,,,,,21217
Irvine,2001,overall,72.2,2829,,,,
Irvine,2001,international,76.8,95,,,,
Irvine,2001,unknown,71.0,131,,,,
Irvine,2001,__campus__,,,,,,17723
Los Angeles,2001,overall,82.4,3701,,,,
Los Angeles,2001,international,85.3,34,,,,
Los Angeles,2001,unknown,86.8,38,,,,
Los Angeles,2001,__campus__,,,,,,25326
Riverside,2001,overall,63.5,1514,,,,
Riverside,2001,international,75.0,16,,,,
Riverside,2001,unknown,64.2,67,,,,
Riverside,2001,__campus__,,,,,,12714
San Diego,2001,overall,81.9,2993,,,,
San Diego,2001,international,80.0,30,,,,
San Diego,2001,unknown,83.2,292,,,,
San Diego,2001,__campus__,,,,,,17485
Santa Barbara,2001,overall,68.1,3361,,,,
Santa Barbara,2001,international,61.8,34,,,,
Santa Barbara,2001,unknown,63.4,183,,,,
Santa Barbara,2001,__campus__,,,,,,17716
Santa Cruz,2001,overall,63.2,1834,,,,
Santa Cruz,2001,international,46.7,15,,,,
Santa Cruz,2001,unknown,65.0,140,,,,
Santa Cruz,2001,__campus__,,,,,,11997
Berkeley,2002,overall,83.5,3727,,,,
Berkeley,2002,international,82.3,102,,,,
Berkeley,2002,unknown,89.5,258,,,,
Berkeley,2002,__campus__,,,,,,23834
Davis,2002,overall,78.2,3520,,,,
Davis,2002,international,84.2,38,,,,
Davis,2002,unknown,80.0,235,,,,
Davis,2002,__campus__,,,,,,22646
Irvine,2002,overall,76.2,3053,,,,
Irvine,2002,international,78.3,60,,,,
Irvine,2002,unknown,79.0,162,,,,
Irvine,2002,__campus__,,,,,,19179
Los Angeles,2002,overall,84.5,3819,,,,
Los Angeles,2002,international,78.8,52,,,,
Los Angeles,2002,unknown,80.8,52,,,,
Los Angeles,2002,__campus__,,,,,,24899
Riverside,2002,overall,66.2,1416,,,,
Riverside,2002,international,80.0,5,,,,
Riverside,2002,unknown,66.7,60,,,,
Riverside,2002,__campus__,,,,,,14122
San Diego,2002,overall,81.2,2679,,,,
San Diego,2002,international,76.2,21,,,,
San Diego,2002,unknown,82.4,284,,,,
San Diego,2002,__campus__,,,,,,19059
Santa Barbara,2002,overall,71.0,3464,,,,
Santa Barbara,2002,international,81.5,27,,,,
Santa Barbara,2002,unknown,71.9,128,,,,
Santa Barbara,2002,__campus__,,,,,,17705
Santa Cruz,2002,overall,66.8,1970,,,,
Santa Cruz,2002,international,50.0,8,,,,
Santa Cruz,2002,unknown,68.9,196,,,,
Santa Cruz,2002,__campus__,,,,,,12839
Berkeley,2003,overall,85.4,3600,,,,
Berkeley,2003,international,89.5,76,,,,
Berkeley,2003,unknown,87.2,265,,,,
Berkeley,2003,__campus__,,,,,,23205
Davis,2003,overall,81.1,2405,,,,
Davis,2003,international,87.1,31,,,,
Davis,2003,unknown,83.5,158,,,,
Davis,2003,__campus__,,,,,,23360
Irvine,2003,overall,78.7,2639,,,,
Irvine,2003,international,82.9,41,,,,
Irvine,2003,unknown,75.0,152,,,,
Irvine,2003,__campus__,,,,,,19967
Los Angeles,2003,overall,86.7,3811,,,,
Los Angeles,2003,international,79.2,53,,,,
Los Angeles,2003,unknown,78.8,104,,,,
Los Angeles,2003,__campus__,,,,,,25715
Riverside,2003,overall,64.2,2064,,,,
Riverside,2003,international,66.7,21,,,,
Riverside,2003,unknown,65.4,104,,,,
Riverside,2003,__campus__,,,,,,15280
San Diego,2003,overall,82.9,3199,,,,
San Diego,2003,international,92.9,28,,,,
San Diego,2003,unknown,85.9,334,,,,
San Diego,2003,__campus__,,,,,,19837
Santa Barbara,2003,overall,73.6,3716,,,,
Santa Barbara,2003,international,51.3,39,,,,
Santa Barbara,2003,unknown,78.8,99,,,,
Santa Barbara,2003,__campus__,,,,,,17838
Santa Cruz,2003,overall,65.4,2082,,,,
Santa Cruz,2003,international,80.0,10,,,,
Santa Cruz,2003,unknown,64.3,196,,,,
Santa Cruz,2003,__campus__,,,,,,13621
Berkeley,2004,overall,86.6,3745,,,,
Berkeley,2004,international,83.0,88,,,,
Berkeley,2004,unknown,85.1,589,,,,
Berkeley,2004,__campus__,,,96.0,,,22880
Davis,2004,overall,81.5,2464,,,,
Davis,2004,international,89.5,38,,,,
Davis,2004,unknown,74.5,235,,,,
Davis,2004,__campus__,,,91.0,,,23018
Irvine,2004,overall,79.8,2948,,,,
Irvine,2004,international,88.1,42,,,,
Irvine,2004,unknown,78.0,355,,,,
Irvine,2004,__campus__,,,93.0,,,19862
Los Angeles,2004,overall,87.2,4200,,,,
Los Angeles,2004,international,79.0,57,,,,
Los Angeles,2004,unknown,84.6,371,,,,
Los Angeles,2004,__campus__,,,96.0,,,24946
Riverside,2004,overall,64.4,2235,,,,
Riverside,2004,international,66.7,21,,,,
Riverside,2004,unknown,65.0,217,,,,
Riverside,2004,__campus__,,,85.0,,,15089
San Diego,2004,overall,82.7,3319,,,,
San Diego,2004,international,84.2,19,,,,
San Diego,2004,unknown,81.0,600,,,,
San Diego,2004,__campus__,,,93.0,,,20316
Santa Barbara,2004,overall,75.2,3560,,,,
Santa Barbara,2004,international,56.4,39,,,,
Santa Barbara,2004,unknown,75.3,546,,,,
Santa Barbara,2004,__campus__,,,91.0,,,18114
Santa Cruz,2004,overall,69.4,2309,,,,
Santa Cruz,2004,international,69.2,13,,,,
Santa Cruz,2004,unknown,68.3,476,,,,
Santa Cruz,2004,__campus__,,,88.0,,,13647
Berkeley,2005,overall,87.1,3637,,,,
Berkeley,2005,international,92.6,95,,,,
Berkeley,2005,unknown,88.5,358,,,,
Berkeley,2005,__campus__,,,96.0,,,23447
Davis,2005,overall,80.1,3817,,,,
Davis,2005,international,67.7,31,,,,
Davis,2005,unknown,82.0,234,,,,
Davis,2005,__campus__,,,92.0,,,22596
Irvine,2005,overall,80.0,3547,,,,
Irvine,2005,international,78.4,37,,,,
Irvine,2005,unknown,78.5,289,,,,
Irvine,2005,__campus__,,,93.0,,,19930
Los Angeles,2005,overall,87.4,4128,,,,
Los Angeles,2005,international,80.4,56,,,,
Los Angeles,2005,unknown,87.5,296,,,,
Los Angeles,2005,__campus__,,,96.0,,,24811
Riverside,2005,overall,65.3,2652,,,,
Riverside,2005,international,48.5,33,,,,
Riverside,2005,unknown,62.9,124,,,,
Riverside,2005,__campus__,,,86.0,,,14555
San Diego,2005,overall,84.6,3227,,,,
San Diego,2005,international,92.6,27,,,,
San Diego,2005,unknown,87.2,374,,,,
San Diego,2005,__campus__,,,95.0,,,20652
Santa Barbara,2005,overall,78.7,3754,,,,
Santa Barbara,2005,international,70.7,41,,,,
Santa Barbara,2005,unknown,78.8,364,,,,
Santa Barbara,2005,__campus__,,,90.0,,,18044
Santa Cruz,2005,overall,70.1,2350,,,,
Santa Cruz,2005,international,66.7,3,,,,
Santa Cruz,2005,unknown,70.2,265,,,,
Santa Cruz,2005,__campus__,,,88.0,,,13588
Merced,2005,__campus__,,,0.0,,,841
Berkeley,2006,overall,88.9,3746,,,,
Berkeley,2006,international,89.1,92,,,,
Berkeley,2006,unknown,89.1,405,,,,
Berkeley,2006,__campus__,,,95.0,,,23863
Davis,2006,overall,80.9,4319,,,,
Davis,2006,international,75.5,53,,,,
Davis,2006,unknown,82.0,244,,,,
Davis,2006,__campus__,,,91.0,,,23311
Irvine,2006,overall,79.4,3619,,,,
Irvine,2006,international,81.2,32,,,,
Irvine,2006,unknown,81.7,295,,,,
Irvine,2006,__campus__,,,93.0,,,20719
Los Angeles,2006,overall,89.3,4195,,,,
Los Angeles,2006,international,88.6,79,,,,
Los Angeles,2006,unknown,87.3,307,,,,
Los Angeles,2006,__campus__,,,96.0,,,25431
Riverside,2006,overall,63.6,3051,,,,
Riverside,2006,international,50.9,55,,,,
Riverside,2006,unknown,57.0,158,,,,
Riverside,2006,__campus__,,,86.0,,,14792
San Diego,2006,overall,85.9,3122,,,,
San Diego,2006,international,92.3,39,,,,
San Diego,2006,unknown,88.5,408,,,,
San Diego,2006,__campus__,,,94.0,,,21346
Santa Barbara,2006,overall,78.5,3398,,,,
Santa Barbara,2006,international,56.0,25,,,,
Santa Barbara,2006,unknown,79.7,349,,,,
Santa Barbara,2006,__campus__,,,89.0,,,18210
Santa Cruz,2006,overall,69.6,2869,,,,
Santa Cruz,2006,international,85.7,14,,,,
Santa Cruz,2006,unknown,67.9,349,,,,
Santa Cruz,2006,__campus__,,,88.0,,,13941
Merced,2006,__campus__,,,82.0,,,1210
Berkeley,2007,overall,88.1,3847,,,,
Berkeley,2007,international,85.7,70,,,,
Berkeley,2007,unknown,92.2,397,,,,
Berkeley,2007,__campus__,,,96.9,,,24636
Davis,2007,overall,79.1,4400,,,,
Davis,2007,international,77.3,22,,,,
Davis,2007,unknown,78.5,246,,,,
Davis,2007,__campus__,,,91.0,,,23355
Irvine,2007,overall,79.6,3986,,,,
Irvine,2007,international,81.7,60,,,,
Irvine,2007,unknown,79.1,331,,,,
Irvine,2007,__campus__,,,93.9,,,21696
Los Angeles,2007,overall,90.0,4241,,,,
Los Angeles,2007,international,87.0,69,,,,
Los Angeles,2007,unknown,89.9,316,,,,
Los Angeles,2007,__campus__,,,97.3,,,25928
Riverside,2007,overall,66.0,2458,,,,
Riverside,2007,international,71.4,28,,,,
Riverside,2007,unknown,68.2,132,,,,
Riverside,2007,__campus__,,,83.3,,,14973
San Diego,2007,overall,84.3,3981,,,,
San Diego,2007,international,80.7,88,,,,
San Diego,2007,unknown,86.0,477,,,,
San Diego,2007,__campus__,,,94.7,,,22020
Santa Barbara,2007,overall,79.9,3628,,,,
Santa Barbara,2007,international,67.7,34,,,,
Santa Barbara,2007,unknown,82.3,339,,,,
Santa Barbara,2007,__campus__,,,91.3,,,18412
Santa Cruz,2007,overall,68.3,2939,,,,
Santa Cruz,2007,international,37.5,8,,,,
Santa Cruz,2007,unknown,71.5,354,,,,
Santa Cruz,2007,__campus__,,,89.2,,,14381
Merced,2007,__campus__,,,79.6,,,1750
Berkeley,2008,overall,89.6,3660,,,,
Berkeley,2008,international,90.0,90,,,,
Berkeley,2008,unknown,87.7,309,,,,
Berkeley,2008,__campus__,,,96.5,29.8,25.9,25151
Davis,2008,overall,81.4,4653,,,,
Davis,2008,international,74.2,31,,,,
Davis,2008,unknown,79.1,211,,,,
Davis,2008,__campus__,,,90.3,31.8,32.7,24058
Irvine,2008,overall,81.0,3963,,,,
Irvine,2008,international,75.8,66,,,,
Irvine,2008,unknown,80.7,310,,,,
Irvine,2008,__campus__,,,93.6,25.6,25.8,22122
Los Angeles,2008,overall,89.2,4254,,,,
Los Angeles,2008,international,88.7,71,,,,
Los Angeles,2008,unknown,87.9,206,,,,
Los Angeles,2008,__campus__,,,96.8,32.2,25.0,26536
Riverside,2008,overall,64.3,3508,,,,
Riverside,2008,international,73.6,53,,,,
Riverside,2008,unknown,67.5,188,,,,
Riverside,2008,__campus__,,,84.3,40.5,40.2,15702
San Diego,2008,overall,85.2,4243,,,,
San Diego,2008,international,78.9,71,,,,
San Diego,2008,unknown,89.4,501,,,,
San Diego,2008,__campus__,,,94.5,32.4,35.8,22486
Santa Barbara,2008,overall,81.5,3817,,,,
Santa Barbara,2008,international,81.0,58,,,,
Santa Barbara,2008,unknown,82.8,326,,,,
Santa Barbara,2008,__campus__,,,90.5,24.4,24.8,18888
Santa Cruz,2008,overall,71.5,3093,,,,
Santa Cruz,2008,international,60.0,10,,,,
Santa Cruz,2008,unknown,69.6,326,,,,
Santa Cruz,2008,__campus__,,,88.2,25.7,23.1,15125
Merced,2008,__campus__,,,79.2,39.8,39.5,2534
Berkeley,2009,overall,90.2,3663,,,,
Berkeley,2009,international,89.5,105,,,,
Berkeley,2009,unknown,88.0,343,,,,
Berkeley,2009,__campus__,,,96.4,29.8,23.8,25529
Davis,2009,overall,79.8,4775,,,,
Davis,2009,international,84.2,57,,,,
Davis,2009,unknown,76.1,239,,,,
Davis,2009,__campus__,,,92.3,31.5,30.2,24496
Irvine,2009,overall,81.7,4011,,,,
Irvine,2009,international,81.0,63,,,,
Irvine,2009,unknown,84.1,384,,,,
Irvine,2009,__campus__,,,94.3,25.2,24.0,22211
Los Angeles,2009,overall,89.2,4268,,,,
Los Angeles,2009,international,86.2,80,,,,
Los Angeles,2009,unknown,87.8,197,,,,
Los Angeles,2009,__campus__,,,96.6,30.8,26.2,26687
Riverside,2009,overall,65.0,3842,,,,
Riverside,2009,international,67.2,64,,,,
Riverside,2009,unknown,64.0,247,,,,
Riverside,2009,__campus__,,,86.7,42.0,42.1,16988
San Diego,2009,overall,84.4,3799,,,,
San Diego,2009,white,83.8,1311,,,,
San Diego,2009,black,70.2,47,,,,
San Diego,2009,hispanic_latino,71.0,417,,,,
San Diego,2009,asian,88.3,1500,,,,
San Diego,2009,aian,85.7,14,,,,
San Diego,2009,nhpi,69.2,13,,,,
San Diego,2009,two_or_more,,0,,,,
San Diego,2009,international,97.0,33,,,,
San Diego,2009,unknown,86.2,464,,,,
San Diego,2009,urm_basic,71.3,491,,,,
San Diego,2009,__campus__,,,95.1,33.7,34.9,23121
Santa Barbara,2009,overall,80.2,3970,,,,
Santa Barbara,2009,international,63.4,41,,,,
Santa Barbara,2009,unknown,79.3,381,,,,
Santa Barbara,2009,__campus__,,,90.8,25.4,28.2,19793
Santa Cruz,2009,overall,73.3,3275,,,,
Santa Cruz,2009,international,62.5,8,,,,
Santa Cruz,2009,unknown,72.3,357,,,,
Santa Cruz,2009,__campus__,,,89.2,26.0,25.1,15259
Merced,2009,__campus__,,,83.0,42.0,43.3,3190
Berkeley,2010,overall,91.1,3696,,,,
Berkeley,2010,international,83.3,90,,,,
Berkeley,2010,unknown,91.7,339,,,,
Berkeley,2010,__campus__,,,96.8,32.4,25.6,25540
Davis,2010,overall,82.3,4259,,,,
Davis,2010,international,84.6,52,,,,
Davis,2010,unknown,83.2,351,,,,
Davis,2010,__campus__,,,92.0,36.4,37.7,24538
Irvine,2010,overall,82.6,3604,,,,
Irvine,2010,international,74.5,51,,,,
Irvine,2010,unknown,81.8,291,,,,
Irvine,2010,__campus__,,,94.7,30.2,29.5,21963
Los Angeles,2010,overall,89.8,3721,,,,
Los Angeles,2010,international,93.6,110,,,,
Los Angeles,2010,unknown,88.3,162,,,,
Los Angeles,2010,__campus__,,,97.0,33.6,30.3,26162
Riverside,2010,overall,68.1,2926,,,,
Riverside,2010,international,54.3,70,,,,
Riverside,2010,unknown,69.9,156,,,,
Riverside,2010,__campus__,,,87.4,47.2,45.8,18236
San Diego,2010,overall,86.1,3874,,,,
San Diego,2010,international,85.7,84,,,,
San Diego,2010,unknown,88.2,449,,,,
San Diego,2010,__campus__,,,95.8,40.4,43.7,23641
Santa Barbara,2010,overall,79.4,3877,,,,
Santa Barbara,2010,international,78.4,37,,,,
Santa Barbara,2010,unknown,81.6,304,,,,
Santa Barbara,2010,__campus__,,,91.1,30.9,33.6,19184
Santa Cruz,2010,overall,74.2,2882,,,,
Santa Cruz,2010,international,94.1,17,,,,
Santa Cruz,2010,unknown,73.7,274,,,,
Santa Cruz,2010,__campus__,,,89.3,31.2,31.9,15668
Merced,2010,__campus__,,,87.1,48.9,51.7,4138
Berkeley,2011,overall,90.5,4102,,,,
Berkeley,2011,white,92.0,1234,,,,
Berkeley,2011,black,71.1,135,,,,
Berkeley,2011,hispanic_latino,81.2,426,,,,
Berkeley,2011,asian,93.4,1910,,,,
Berkeley,2011,aian,92.9,14,,,,
Berkeley,2011,nhpi,,0,,,,
Berkeley,2011,two_or_more,,0,,,,
Berkeley,2011,international,82.3,96,,,,
Berkeley,2011,unknown,90.2,287,,,,
Berkeley,2011,urm_basic,79.1,575,,,,
Berkeley,2011,__campus__,,,96.4,34.4,26.7,25885
Davis,2011,overall,81.7,4371,,,,
Davis,2011,white,84.0,1455,,,,
Davis,2011,black,70.8,113,,,,
Davis,2011,hispanic_latino,70.9,501,,,,
Davis,2011,asian,83.0,1929,,,,
Davis,2011,aian,84.2,19,,,,
Davis,2011,nhpi,,0,,,,
Davis,2011,two_or_more,,0,,,,
Davis,2011,international,79.6,54,,,,
Davis,2011,unknown,84.3,300,,,,
Davis,2011,urm_basic,71.2,633,,,,
Davis,2011,__campus__,,,92.7,41.4,39.5,24938
Irvine,2011,overall,84.6,4313,,,,
Irvine,2011,white,81.7,1120,,,,
Irvine,2011,black,77.0,100,,,,
Irvine,2011,hispanic_latino,79.2,476,,,,
Irvine,2011,asian,87.9,2222,,,,
Irvine,2011,aian,77.8,18,,,,
Irvine,2011,nhpi,84.2,19,,,,
Irvine,2011,two_or_more,,0,,,,
Irvine,2011,international,75.0,84,,,,
Irvine,2011,unknown,85.0,274,,,,
Irvine,2011,urm_basic,79.0,613,,,,
Irvine,2011,__campus__,,,93.6,36.6,37.7,21994
Los Angeles,2011,overall,90.0,4421,,,,
Los Angeles,2011,white,90.3,1524,,,,
Los Angeles,2011,black,76.3,118,,,,
Los Angeles,2011,hispanic_latino,85.2,643,,,,
Los Angeles,2011,asian,92.3,1826,,,,
Los Angeles,2011,aian,89.5,19,,,,
Los Angeles,2011,nhpi,81.8,11,,,,
Los Angeles,2011,two_or_more,,0,,,,
Los Angeles,2011,international,89.1,92,,,,
Los Angeles,2011,unknown,90.4,188,,,,
Los Angeles,2011,urm_basic,83.9,791,,,,
Los Angeles,2011,__campus__,,,96.9,36.0,32.1,27199
Riverside,2011,overall,66.8,2658,,,,
Riverside,2011,white,61.2,487,,,,
Riverside,2011,black,60.6,160,,,,
Riverside,2011,hispanic_latino,65.0,661,,,,
Riverside,2011,asian,70.5,1178,,,,
Riverside,2011,aian,62.5,8,,,,
Riverside,2011,nhpi,,0,,,,
Riverside,2011,two_or_more,,0,,,,
Riverside,2011,international,54.0,50,,,,
Riverside,2011,unknown,77.2,114,,,,
Riverside,2011,urm_basic,64.2,829,,,,
Riverside,2011,__campus__,,,87.5,54.6,56.8,18516
San Diego,2011,overall,85.3,3720,,,,
San Diego,2011,white,86.1,1080,,,,
San Diego,2011,black,86.1,43,,,,
San Diego,2011,hispanic_latino,75.9,427,,,,
San Diego,2011,asian,87.9,1709,,,,
San Diego,2011,aian,83.3,18,,,,
San Diego,2011,nhpi,66.7,18,,,,
San Diego,2011,two_or_more,,0,,,,
San Diego,2011,international,80.4,92,,,,
San Diego,2011,unknown,84.1,333,,,,
San Diego,2011,urm_basic,76.7,506,,,,
San Diego,2011,__campus__,,,95.8,46.1,46.8,23022
Santa Barbara,2011,overall,79.8,3799,,,,
Santa Barbara,2011,white,82.8,2004,,,,
Santa Barbara,2011,black,71.6,109,,,,
Santa Barbara,2011,hispanic_latino,73.3,745,,,,
Santa Barbara,2011,asian,79.8,637,,,,
Santa Barbara,2011,aian,69.6,23,,,,
Santa Barbara,2011,nhpi,,0,,,,
Santa Barbara,2011,two_or_more,,0,,,,
Santa Barbara,2011,international,67.5,40,,,,
Santa Barbara,2011,unknown,81.3,241,,,,
Santa Barbara,2011,urm_basic,73.0,877,,,,
Santa Barbara,2011,__campus__,,,92.1,35.7,34.3,18617
Santa Cruz,2011,overall,73.4,2921,,,,
Santa Cruz,2011,white,75.4,1550,,,,
Santa Cruz,2011,black,64.7,68,,,,
Santa Cruz,2011,hispanic_latino,71.8,433,,,,
Santa Cruz,2011,asian,70.7,601,,,,
Santa Cruz,2011,aian,69.2,26,,,,
Santa Cruz,2011,nhpi,,0,,,,
Santa Cruz,2011,two_or_more,,0,,,,
Santa Cruz,2011,international,55.6,18,,,,
Santa Cruz,2011,unknown,73.8,225,,,,
Santa Cruz,2011,urm_basic,70.8,527,,,,
Santa Cruz,2011,__campus__,,,90.5,38.0,41.6,15945
Merced,2011,overall,58.2,706,,,,
Merced,2011,white,55.1,178,,,,
Merced,2011,black,59.2,49,,,,
Merced,2011,hispanic_latino,54.4,171,,,,
Merced,2011,asian,63.5,274,,,,
Merced,2011,aian,33.3,6,,,,
Merced,2011,nhpi,40.0,5,,,,
Merced,2011,two_or_more,,0,,,,
Merced,2011,international,25.0,4,,,,
Merced,2011,unknown,63.2,19,,,,
Merced,2011,urm_basic,54.5,231,,,,
Merced,2011,__campus__,,,84.5,57.0,60.9,4938
Berkeley,2012,overall,90.7,4165,,,,
Berkeley,2012,white,92.1,1209,,,,
Berkeley,2012,black,77.0,152,,,,
Berkeley,2012,hispanic_latino,80.8,475,,,,
Berkeley,2012,asian,94.0,1920,,,,
Berkeley,2012,aian,70.6,17,,,,
Berkeley,2012,nhpi,66.7,9,,,,
Berkeley,2012,two_or_more,,0,,,,
Berkeley,2012,international,84.5,84,,,,
Berkeley,2012,unknown,90.0,299,,,,
Berkeley,2012,urm_basic,79.5,653,,,,
Berkeley,2012,__campus__,,,95.8,33.3,24.4,25774
Davis,2012,overall,81.2,5505,,,,
Davis,2012,white,83.4,1791,,,,
Davis,2012,black,64.4,174,,,,
Davis,2012,hispanic_latino,71.6,711,,,,
Davis,2012,asian,83.3,2389,,,,
Davis,2012,aian,75.0,24,,,,
Davis,2012,nhpi,,0,,,,
Davis,2012,two_or_more,,0,,,,
Davis,2012,international,80.0,85,,,,
Davis,2012,unknown,85.2,331,,,,
Davis,2012,urm_basic,70.3,909,,,,
Davis,2012,__campus__,,,92.0,42.7,42.1,25588
Irvine,2012,overall,85.6,4819,,,,
Irvine,2012,white,84.0,1104,,,,
Irvine,2012,black,75.9,108,,,,
Irvine,2012,hispanic_latino,78.9,564,,,,
Irvine,2012,asian,88.6,2671,,,,
Irvine,2012,aian,87.5,24,,,,
Irvine,2012,nhpi,82.8,29,,,,
Irvine,2012,two_or_more,,0,,,,
Irvine,2012,international,76.1,88,,,,
Irvine,2012,unknown,83.5,231,,,,
Irvine,2012,urm_basic,78.9,725,,,,
Irvine,2012,__campus__,,,92.6,40.0,44.9,22210
Los Angeles,2012,overall,91.5,4808,,,,
Los Angeles,2012,white,91.0,1597,,,,
Los Angeles,2012,black,78.1,96,,,,
